Date,Open,High,Low,Close,Volume,Market Cap
Jul-07-2021,2328.754646281736,2399.73,2304.7084214215347,2317.446610014416,43124795171.55556,275445802328.35205
Jun-07-2021,2717.42,2842.471156631274,2592.081961731028,2592.081961731028,42937529080.888885,320038750237.60376
May-08-2021,3486.9,3947.699350842,3463.61,3908.027689808,60277015038.49128,422677563164.39374
Apr-08-2021,1979.183625275,2086.56,1971.121525752,2083.36,49430987096.612335,234821099855.37415
Mar-09-2021,1832.407908294,1865.817801691,1807.435650165,1865.817801691,53363960468.997055,210610682302.56018
Feb-07-2021,1678.682379689,1690.569363604,1500.109549583,1613.342017918,54472202357.211784,184283957472.41125
Jan-08-2021,1226.194419254,1271.78220296,1084.56771964,1219.75417602,74834975973.38991,137209481945.74884
Dec-09-2020,556.855121774,577.422205889,532.874093954,573.995816622,20405094324.356255,63697896538.32011
Nov-09-2020,454.786266087,458.707067889,435.662846072,445.258615926,14727778060.99544,50908996547.00297
Oct-10-2020,365.377999123,378.005623463,365.377999123,370.816399761,12467964683.456812,42189659370.20421
Sep-10-2020,351.790316019,374.922055285,351.790316019,366.5997324,22628775637.97213,41213478402.21826
Aug-11-2020,395.616973679,398.038534302,370.8445619,379.113262194,16027343383.069344,43464783448.52701
Jul-12-2020,239.105653642,242.846802135,237.381317595,241.750859459,4016136538.3397894,26768967560.474106
Jun-12-2020,231.307608095,238.767722682,229.529059746,237.337352054,9458729936.574564,26239287824.544174
May-13-2020,189.712391587,199.946263727,189.061447979,199.427059646,12166676581.24192,21455829784.105515
Apr-13-2020,159.300556264,159.300556264,151.250189811,156.421702697,12659600707.783657,17019486049.997227
Mar-14-2020,133.992935372,134.20557666,122.017448407,123.395869415,14719502280.77803,14042308431.351326
Feb-13-2020,265.466740969,275.644472039,259.062907998,268.004209753,24172902881.40177,29119590647.293377
Jan-14-2020,143.597346693,168.026392545,143.597346693,165.958548745,10369374512.100431,16746578360.063711
Dec-15-2019,141.906262917,143.376017486,140.357548779,142.444275232,5119828492.244971,15471443423.519945
Nov-15-2019,185.022737083,185.466183453,178.527647576,180.014382326,7378098671.787049,19758393320.50112
Oct-16-2019,180.779471425,180.916875258,173.197310485,175.227310054,7031241990.224949,19148835479.689857
Sep-16-2019,188.645829857,197.490759652,188.645829857,196.3925824,6713752893.19923,20746826851.442947
Aug-17-2019,185.734582751,187.222498913,183.882139319,186.455401252,6271292363.807946,19907762954.994705
Jul-18-2019,210.789785077,228.138127633,206.950621528,225.575458652,9412277964.681892,23296975540.371128
Jun-18-2019,274.140674143,274.140674143,264.132903016,266.29705428,6598080080.098415,28644425592.863377
May-25-2019,250.623575882,258.341652411,249.706581449,253.816992451,7236795924.58195,26909798804.536057
Apr-19-2019,174.901697222,175.010126063,171.873865315,174.800910082,5052472408.873078,18383424242.635414
Mar-20-2019,139.223933284,140.538599688,137.556042346,140.501514711,3183181898.650351,14621394727.08392
